"house_price","number_of_rooms","living_area","secondary_area","plot_area","year_built","operating_cost","sale_date","neighborhood","latitude","longitude","secondary_area_missing","month","year"
5400000,5,147,0,525,2007,36421,"2024-03-25","Kristineberg",55.5425169,13.07576335,1,3,2024
6300000,6,160,15,366,1967,29941,"2024-03-16","Djupadal",55.57263485,12.9668124499819,0,3,2024
4650000,4,110,0,405,2008,30663,"2024-03-11","Käglinge",55.5365729,13.072672046159,1,3,2024
3220000,5,81,81,666,1942,37100,"2024-03-10","Rosengård",55.5791079,13.0449528088871,0,3,2024
4300000,4,128,0,805,1989,42223,"2024-03-09","Käglinge",55.6369546,13.0820741,1,3,2024
6775000,5,154,0,638,1970,32400,"2024-03-08","Bunkeflostrand",55.555902,12.9256763830559,1,3,2024
8950000,6,175,111,782,1955,47800,"2024-03-06","Djupadal",55.58126495,12.9599745992075,0,3,2024
4895000,5,98,98,1011,1964,49600,"2024-03-06","Husie",55.5877009,13.0765314,0,3,2024
10100000,5,142,99,897,1932,49562,"2024-03-05","Rosenvång",55.58602315,12.9532820581795,0,3,2024
6200000,4,160,0,571,2000,66900,"2024-03-03","Ulricedal",55.59343155,13.0581185639341,1,3,2024
5595000,5,138,8,189,2021,20888,"2024-02-24","Bunkeflostrand",58.8920488,17.9497122125062,0,2,2024
8500000,8,200,0,752,1976,44216,"2024-02-23","Limhamn",59.4022537,15.8872375,1,2,2024
3500000,5,130,31,666,1960,35920,"2024-02-23","Videdal",55.59357265,13.0607377785941,0,2,2024
5500000,5,114,12,270,1880,56203,"2024-02-23","Limhamn",55.5789062,12.9314543688649,0,2,2024
