slutpris,utgangspris,prisutv,antal_rum,boarea,biarea,tomtarea,byggar,driftkostnad,sälj_datum,område,latitude,longitude
5600000,5195000,405000,6,184,77,1089,1928,38300,29 september 2021,Kvarnby,55.58776215,13.0899933558384
13150000,11950000,1200000,5,182,19,1272,1920,47000,29 september 2021,Mellanheden,55.58665855,12.95984375
4350000,3950000,400000,5,140,118,621,1926,32564,28 september 2021,Kattarp,55.5762074,13.0426145225652
7060000,6675000,385000,4,121,NA,253,2005,27800,28 september 2021,Limhamn,55.58707345,12.93647115
7250000,7495000,-245000,6,182,28,595,1982,52579,27 september 2021,Sibbarp,55.5722296,12.9229252
3500000,4200000,-700000,NA,36,NA,531,1943,10000,26 september 2021,Strandhem,55.5413829,12.9112532
5800000,5895000,-95000,4,111,NA,357,2007,39500,26 september 2021,Bunkeflostrand,55.5510224,12.9297046
7500000,6995000,505000,5,152,NA,364,2007,19649,26 september 2021,Bunkeflostrand,55.5510224,12.9297046
12000000,12500000,-500000,7,166,33,1286,1958,41090,24 september 2021,Limhamn,57.6599283,12.0328623
5420000,4975000,445000,5,170,NA,587,1975,44668,23 september 2021,Kulladal,55.5681917,12.9947318
4360000,3895000,465000,5,154,NA,334,1977,53220,22 september 2021,Kyrkby,55.54498715,13.0910739543819
5900000,5495000,405000,6,156,40,749,1976,38700,22 september 2021,Husie,55.5910392,13.0582626
8100000,7695000,405000,7,163,8,474,2017,35712,22 september 2021,Klagshamn,55.5291967,12.9385916
6050000,5645000,405000,5,165,NA,615,1974,35097,21 september 2021,Kulladal,63.3006583,18.2832819
6700000,6495000,205000,5,154,39,816,1999,37920,21 september 2021,Tygelsjö,55.5144305,12.9987895
5950000,5895000,55000,3,50,37,218,1914,33605,21 september 2021,Limhamn,55.58549395,12.9377761
8450000,7975000,475000,3,122,61,680,1934,45700,21 september 2021,Solbacken,59.278763,18.0438057
7550000,7195000,355000,5,135,NA,615,2008,43153,20 september 2021,Bunkeflostrand,55.5518738,12.9299077
5300000,4495000,805000,5,115,58,209,1931,40200,20 september 2021,Johanneslust,59.3883201592487,13.4712737796275
5675000,5195000,480000,7,153,25,973,1909,35600,20 september 2021,Husie,55.5876982,13.0884011024777
9200000,8995000,205000,8,283,22,570,1980,39138,19 september 2021,Solbacken,55.5883501,12.9721261053627
5550000,4495000,1055000,3,90,85,1269,1800,31002,17 september 2021,Vintrie,55.55765325,12.96614685
5300000,4600000,700000,4,110,80,366,1896,31950,17 september 2021,Sofielund,55.7886242,13.1086308245095
6500000,6995000,-495000,6,150,15,589,1962,30247,16 september 2021,Djupadal,55.5712517,12.9490143698361
4650000,3995000,655000,4,82,49,244,1956,27483,16 september 2021,Ulricedal,55.5953839,13.0582568
4100000,4500000,-400000,3,75,16,517,1982,30080,15 september 2021,Strandhem,57.57385085,11.9485049007813
7650000,6975000,675000,4,118,55,810,1930,31100,15 september 2021,Bunkeflostrand,56.68153375,12.8613912039773
7440000,7995000,-555000,5,184,25,604,1972,37692,15 september 2021,Limhamn,55.57836965,12.9454478345726
4400000,3995000,405000,5,132,NA,469,1963,27756,13 september 2021,Riseberga,55.59892125,13.076244145433
4520000,4500000,20000,6,140,50,1000,1932,47200,12 september 2021,Husie,55.5909539,13.0819825713758
6800000,6495000,305000,5,148,25,583,1989,55300,12 september 2021,Käglinge,55.5316911,13.0795798
6025000,5995000,30000,6,159,8,592,2007,38590,10 september 2021,Kristineberg,57.7517714,12.0733328
11000000,11750000,-750000,7,154,78,569,1912,37000,10 september 2021,Rosenvång,59.3411212,18.0328248
4700000,4990000,-290000,6,125,NA,695,1929,37562,10 september 2021,Hindby,55.57410745,13.0288555515925
4725000,4495000,230000,5,122,75,1108,1932,39150,10 september 2021,Hindby,55.57668685,13.03898605
5820000,5395000,425000,6,149,NA,742,1989,30800,9 september 2021,Oxie,55.5425913,13.0817129119878
19150000,19995000,-845000,6,300,48,1393,2011,43700,9 september 2021,Mellanheden,55.58380665,12.96587365
5300000,4795000,505000,3,110,76,810,1923,49000,9 september 2021,Husie,55.5951413,13.0624695
5410000,4990000,420000,6,169,NA,106,1989,51600,8 september 2021,Sofielund,57.67281145,11.8740145898705
5700000,4495000,1205000,4,112,54,723,1955,28100,7 september 2021,Riseberga,55.59987115,13.0792738546578
4550000,3995000,555000,4,110,NA,530,1968,29100,7 september 2021,Riseberga,55.603808,13.0873625461078
4750000,4250000,500000,4,117,30,540,1969,26685,6 september 2021,Villastad,55.575563,13.07380385
6495000,6495000,0,4,125,NA,358,2007,29913,6 september 2021,Bunkeflostrand,55.5510224,12.9297046
4600000,4295000,305000,5,131,NA,497,1984,28360,3 september 2021,Gullvik,55.56683015,13.0365820584252
5120000,4995000,125000,4,118,NA,158,2011,30024,3 september 2021,Klagshamn,60.128208612194,18.6452992440387
7600000,7175000,425000,6,149,NA,294,1983,42802,3 september 2021,Sibbarp,55.62239895,13.1228316370462
6800000,7195000,-395000,5,144,174,968,1920,31200,3 september 2021,Bellevue,55.57990595,12.972626827551
16700000,14500000,2200000,7,201,130,1150,1920,63000,1 september 2021,Sjösida,55.58998955,12.9554265226529
7500000,7500000,0,5,120,20,262,1929,49056,1 september 2021,Limhamn,55.5848198,12.9392107
6850000,6595000,255000,6,145,NA,216,2019,32500,31 augusti 2021,Bunkeflostrand,55.5461322,12.9197836553787
7090000,7995000,-905000,13,325,10,1177,1908,85004,31 augusti 2021,Gullvik,55.5705481,13.0338305
4900000,4750000,150000,4,142,NA,595,1961,27907,31 augusti 2021,Bunkeflostrand,55.5573053,12.9213618
5600000,4995000,605000,3,86,NA,893,1926,35913,28 augusti 2021,Bunkeflostrand,67.16372785,20.615710418682
6400000,6500000,-100000,5,136,NA,580,1985,26314,28 augusti 2021,Klagshamn,55.52329545,12.92892955
6400000,6495000,-95000,5,130,NA,165,2015,29100,28 augusti 2021,Sjöstad,59.3377431931047,18.039987824788
6600000,5995000,605000,6,145,NA,379,2010,31600,26 augusti 2021,Husie,55.5892991,13.1033083745726
5900000,5695000,205000,4,133,38,293,1971,35503,25 augusti 2021,Djupadal,55.5716105,12.9659193228929
6650000,5695000,955000,6,146,53,964,1935,39970,25 augusti 2021,Videdal,55.5935248,13.0692541841963
8200000,7750000,450000,6,229,NA,849,1939,50190,25 augusti 2021,Bunkeflostrand,56.16039375,15.59003895
4850000,4495000,355000,4,100,17,306,1958,25400,25 augusti 2021,Riseberga,55.60118235,13.0816513541548
7125000,6990000,135000,6,131,NA,179,1909,38282,25 augusti 2021,Sofielund,55.58771785,13.0139732
5950000,5495000,455000,4,119,35,868,1992,31614,24 augusti 2021,Bunkeflostrand,55.5562284,12.9274885
7850000,7695000,155000,6,144,10,341,2016,32390,24 augusti 2021,Limhamn,59.3377431931047,18.039987824788
5550000,5495000,55000,6,151,NA,404,2005,46621,24 augusti 2021,Kristineberg,56.10025475,12.753730508856
6800000,4895000,1905000,4,NA,NA,129,1909,34100,24 augusti 2021,Limhamn,55.5836461,12.9270892
6000000,6600000,-600000,5,164,11,696,2003,31672,24 augusti 2021,Virentofta,55.588185,13.1039512138113
3900000,3795000,105000,4,98,NA,290,1965,28830,23 augusti 2021,Videdal,55.5918587,13.0658236287166
4900000,4995000,-95000,6,160,32,635,1957,44802,23 augusti 2021,Almhög,55.577632,13.0216878363277
8800000,8995000,-195000,5,149,85,824,1928,44952,22 augusti 2021,Mellanheden,55.58821695,12.9678338789722
8000000,7475000,525000,5,147,101,495,1906,59400,20 augusti 2021,Limhamn,55.58531235,12.93654205
4700000,3395000,1305000,7,124,143,778,1965,29800,18 augusti 2021,Kyrkby,55.54967545,13.0989362178975
4850000,4495000,355000,6,143,7,515,1999,38011,18 augusti 2021,Almvik,55.5612244,13.0017398290254
4800000,4695000,105000,3,105,76,948,1923,35100,18 augusti 2021,Husie,55.94488795,12.8051373974146
6200000,5995000,205000,5,131,23,792,1997,25500,17 augusti 2021,Klagshamn,55.5338115,12.922364
6570000,5895000,675000,5,130,6,283,2015,22000,17 augusti 2021,Klagshamn,56.64873155,16.4797834
7100000,6495000,605000,4,110,84,788,1929,26880,16 augusti 2021,Djupadal,55.57484055,12.9589045523847
6500000,5990000,510000,4,97,NA,212,1929,30695,15 augusti 2021,Kirseberg,55.6099617,13.0462718
6200000,5995000,205000,7,167,24,1066,1986,29000,13 augusti 2021,Klagshamn,55.5238049,12.947022148617
6100000,5695000,405000,5,147,NA,405,2006,33488,12 augusti 2021,Kvarnby,55.5874957,13.1021792742321
11300000,10500000,800000,7,196,70,911,1928,48355,11 augusti 2021,Solbacken,55.58891175,12.9747162798799
6200000,5795000,405000,4,109,30,358,1967,23000,10 augusti 2021,Bunkeflostrand,56.7012963,16.3707328
5795000,5795000,0,5,130,5,298,2016,25650,10 augusti 2021,Klagshamn,60.1355108,13.0076987
10500000,12000000,-1500000,5,175,61,976,1946,31500,7 augusti 2021,Sjösida,55.5891293,12.9585132933155
6000000,5750000,250000,4,106,75,637,1924,45180,4 augusti 2021,Rostorp,55.61410655,13.0474677586945
6200000,5995000,205000,5,128,48,505,1930,51421,1 augusti 2021,Virentofta,55.59106505,13.08224765
13550000,13900000,-350000,6,185,NA,651,2011,22636,23 juli 2021,Limhamn,57.41857205,15.0684967746107
4900000,4495000,405000,5,129,50,542,1989,32246,22 juli 2021,Hindby,55.5734296,13.0457369987069
4240000,3795000,445000,4,90,98,706,1932,34398,22 juli 2021,Almhög,55.57367305,13.0272891
8300000,9995000,-1695000,5,167,154,723,1954,56632,20 juli 2021,Rosenvång,55.5814568,12.9454925869767
6735000,6495000,240000,6,174,31,505,1976,34500,20 juli 2021,Tygelsjö,59.6322576,16.5621206
6400000,5495000,905000,4,120,94,1011,1926,46520,16 juli 2021,Virentofta,55.5877009,13.0765314
4650000,3995000,655000,5,103,16,1070,1949,30500,15 juli 2021,Tygelsjö,55.51220625,12.9512808719828
3850000,3495000,355000,2,94,NA,609,1800,32300,14 juli 2021,Tygelsjö,55.52658665,13.039689706726
4500000,4995000,-495000,9,240,10,1195,1920,60000,14 juli 2021,Toftanäs,55.3962041,13.4440434
5750000,5995000,-245000,5,193,NA,983,1945,41236,13 juli 2021,Virentofta,55.5849279,13.0799004508693
5200000,4995000,205000,7,187,84,840,1938,50610,12 juli 2021,Eriksfält,55.57266075,13.01024665
4560000,3795000,765000,3,68,NA,612,1969,37700,12 juli 2021,Strandhem,55.5414345,12.9121619
2125000,1995000,130000,2,50,NA,475,1929,18000,12 juli 2021,Husie,55.5857902,13.1172747
6325000,4995000,1330000,5,121,205,965,1971,40100,9 juli 2021,Tygelsjö,55.5169132,13.0044825
6900000,6600000,300000,6,166,77,1260,2008,36100,9 juli 2021,Tygelsjö,55.52177325,13.0052580766545
4675000,3995000,680000,4,98,30,364,1964,35561,7 juli 2021,Videdal,55.59286415,13.0648423410214
5650000,4695000,955000,5,139,21,794,1968,27318,7 juli 2021,Riseberga,55.5983971,13.0769667242461
6700000,6300000,400000,10,176,NA,178,1929,27627,6 juli 2021,Kirseberg,58.5682066,16.25145245
6520000,6395000,125000,6,150,NA,402,2003,29300,6 juli 2021,Klagshamn,55.52292175,12.9371691026073
6900000,7195000,-295000,7,141,20,796,1924,34600,2 juli 2021,Klagshamn,56.6191554,12.9384813
4500000,4195000,305000,4,131,10,484,1984,24857,2 juli 2021,Gullvik,55.56671045,13.0364663375846
5080000,4095000,985000,5,113,15,443,1961,39672,2 juli 2021,Virentofta,55.5937226,13.0794479587648
7800000,7495000,305000,4,134,8,553,1968,38000,1 juli 2021,Bunkeflostrand,55.56145345,12.9086343
6700000,5900000,800000,4,106,76,678,1954,34932,1 juli 2021,Limhamn,55.5759901,12.9561030732034
6700000,5695000,1005000,5,136,79,462,1925,33500,30 juni 2021,Johanneslust,55.6009204,13.0489655599591
4200000,3990000,210000,5,150,NA,345,1982,28700,29 juni 2021,Gullvik,55.56872495,13.0334029219872
4400000,3795000,605000,4,117,NA,636,1975,NA,28 juni 2021,Kastanjegården,55.55404175,13.0240030523958
20500000,14650000,5850000,8,301,150,1469,1962,100526,28 juni 2021,Sjösida,55.5907978,12.9483222470178
5750000,5695000,55000,6,150,NA,371,2003,34700,27 juni 2021,Klagshamn,55.5220507,12.9377942965905
4700000,4675000,25000,5,125,64,515,1938,32000,24 juni 2021,Videdal,55.58453035,13.0672918807988
7800000,7995000,-195000,9,280,204,688,2008,41000,24 juni 2021,Oxie,55.53856915,13.08088555
7400000,6500000,900000,7,260,NA,542,1899,63200,24 juni 2021,Limhamn,57.722715,12.0110963
4500000,4490000,10000,4,148,15,424,1979,33200,24 juni 2021,Nydala,55.56797705,13.0295465804118
4500000,3995000,505000,4,121,25,497,1964,27775,22 juni 2021,Kyrkby,55.5462879,13.09943555
4425000,4195000,230000,6,135,10,530,1977,35000,22 juni 2021,Oxie,55.5475607,13.1033391681772
5175000,5495000,-320000,6,96,4,532,1900,41800,22 juni 2021,Kulladal,55.5692143,12.9925858
7850000,7800000,50000,5,160,12,822,1993,36102,20 juni 2021,Bunkeflostrand,55.55692665,12.9275040984863
6600000,6495000,105000,4,94,37,387,1909,16000,20 juni 2021,Limhamn,55.5851835,12.93405435
6100000,5995000,105000,5,131,35,158,1957,35800,18 juni 2021,Limhamn,57.6974465,11.9329591
7500000,7995000,-495000,5,156,29,559,2007,40176,16 juni 2021,Bunkeflostrand,55.55836155,12.92676925
6150000,5500000,650000,NA,129,10,336,2012,31600,16 juni 2021,ängar,55.5174699,12.98566
13950000,13000000,950000,6,177,135,1879,1923,37463,16 juni 2021,Sjösida,55.58937165,12.9477245579813
8350000,6295000,2055000,5,135,70,720,1924,45616,16 juni 2021,Rostorp,55.6133003,13.0481819
15600000,14500000,1100000,8,230,15,863,2016,36240,15 juni 2021,Limhamn,55.5789584,12.939289
7370000,6975000,395000,4,129,7,500,2004,33700,14 juni 2021,Bunkeflostrand,56.15805055,13.5926312
5360000,5195000,165000,7,165,110,600,1968,28563,14 juni 2021,Virentofta,57.6702193,11.9298957
5300000,4795000,505000,5,140,113,492,1967,45416,14 juni 2021,Villastad,55.57513885,13.0676186629958
7700000,7275000,425000,5,165,NA,206,2000,46171,12 juni 2021,Limhamn,55.5893158,12.9203321
9660000,8995000,665000,4,153,60,1344,1922,43780,12 juni 2021,Solbacken,55.58966465,12.9750885421191
5500000,5195000,305000,4,105,73,561,1961,36723,12 juni 2021,Bunkeflostrand,55.55765145,12.9203833230963
6800000,7495000,-695000,5,125,50,588,1927,35940,12 juni 2021,Limhamn,55.57372295,12.9387716959479
4410000,3500000,910000,5,125,16,551,1916,36863,11 juni 2021,Kattarp,58.41680825,14.1594957905682
8450000,7775000,675000,6,102,60,817,1926,52574,11 juni 2021,Solbacken,55.5881128,12.9778787852564
4650000,4195000,455000,4,103,117,998,1928,35100,11 juni 2021,Virentofta,55.5860032,13.0785598
6495000,6495000,0,5,160,170,547,1967,49254,10 juni 2021,Kulladal,56.9075276865582,12.5002573148573
4090000,3195000,895000,4,116,93,839,1958,39618,10 juni 2021,Kyrkby,55.54863695,13.09612285
6150000,6075000,75000,5,152,18,335,2003,32990,10 juni 2021,Bunkeflostrand,55.5556457,12.9306617
5050000,4495000,555000,5,105,37,514,1967,45786,9 juni 2021,Villastad,55.5753122,13.06960575
7010000,6375000,635000,4,105,84,722,1935,32500,9 juni 2021,Solbacken,55.5870633,12.9716425041949
15000000,13000000,2000000,7,221,98,1248,1923,46500,9 juni 2021,Sibbarp,55.62183805,13.1231012069445
4910000,4195000,715000,5,102,80,551,1946,44659,8 juni 2021,Eriksfält,55.5738963,13.0059601159961
3580000,3245000,335000,5,127,21,460,1976,39262,8 juni 2021,kyrkby,55.5503913,13.0946672
8700000,8495000,205000,8,190,130,631,NA,48400,8 juni 2021,Limhamn,55.57708635,12.9608495680721
2900000,2295000,605000,4,104,8,868,1909,27535,7 juni 2021,Kvarnby,55.5843212697281,13.0990459460024
10000000,8990000,1010000,5,174,14,982,1961,53804,5 juni 2021,Rosenvång,55.5776281,12.9520219
4850000,4695000,155000,5,122,30,726,1930,35853,4 juni 2021,Kroksbäck,55.578529,12.97783575
4300000,3795000,505000,5,121,NA,113,1986,34951,4 juni 2021,Kulladal,55.57402825,12.99828725
7300000,7875000,-575000,6,163,NA,597,2006,31226,4 juni 2021,Bunkeflostrand,55.56020575,12.9249967951804
7900000,7650000,250000,5,144,NA,200,2014,28880,4 juni 2021,Sjöstad,55.5921704455059,12.9345684000095
6300000,5995000,305000,8,158,113,919,1966,37800,4 juni 2021,Hyllie,55.5764666,12.9721728828913
3800000,3695000,105000,4,92,42,608,1960,26509,3 juni 2021,Videdal,55.5937336,13.0612493
5750000,5195000,555000,5,137,NA,562,2007,33500,3 juni 2021,Kristineberg,55.5415881,13.0774120565287
9100000,7995000,1105000,NA,148,22,800,1992,NA,2 juni 2021,Kulladal,55.56955735,12.989992
3600000,3695000,-95000,4,108,NA,118,1989,30924,2 juni 2021,Virentofta,55.5892316,13.0839894
8000000,6800000,1200000,6,144,NA,372,2016,44820,1 juni 2021,Sjöstad,59.3377431931047,18.039987824788
5625000,5175000,450000,4,112,13,360,1972,40000,1 juni 2021,Djupadal,55.5702788,12.9533016989584
5000000,4395000,605000,5,163,NA,636,1975,51274,1 juni 2021,Kastanjegården,55.55391925,13.0227836476042
11000000,10900000,100000,5,120,67,634,1923,49000,31 maj 2021,Mellanheden,55.5874142,12.9668363961765
9600000,7195000,2405000,6,164,115,819,1961,43700,31 maj 2021,Bellevue,55.58074705,12.9668689249059
8420000,8995000,-575000,7,200,9,603,2006,45600,31 maj 2021,Limhamn,55.40498645,12.8464297449858
20050000,19975000,75000,7,278,122,1848,1909,54890,31 maj 2021,Sjösida,55.5873427,12.9508009720116
8500000,8900000,-400000,7,183,81,810,1972,46821,29 maj 2021,Bunkeflostrand,55.5595859,12.9176474783455
8600000,7800000,800000,6,190,120,747,1962,59800,28 maj 2021,Bellevue,55.58092595,12.9670551044234
6800000,5995000,805000,6,172,NA,900,1989,46400,27 maj 2021,Husie,55.5902942,13.1012818330946
6900000,6495000,405000,7,244,20,1006,1980,30200,27 maj 2021,Kungshälla,55.5968236,13.0768265755614
4700000,4495000,205000,5,74,NA,685,1899,32145,26 maj 2021,Bunkeflostrand,55.5327438,12.9229901
8750000,7495000,1255000,6,110,83,707,1929,48400,26 maj 2021,Annetorp,55.5761922,12.93896455
12750000,11350000,1400000,6,182,81,766,1936,40600,26 maj 2021,Rosenvång,56.2592523,12.9840428
5305000,4295000,1010000,5,100,60,571,1936,42073,25 maj 2021,Kattarp,55.5809525,13.0398199394372
6710000,5495000,1215000,5,103,67,985,1948,35600,25 maj 2021,Husie,55.5929791,13.07885335
5200000,5200000,0,3,75,4,97,1909,20526,24 maj 2021,Limhamn,55.58514405,12.9330601247106
8200000,7495000,705000,5,133,110,865,1973,NA,23 maj 2021,Malmö,56.161494,13.6203861
4850000,4495000,355000,5,148,2,326,1971,31112,23 maj 2021,Bunkeflostrand,55.5510209,12.9160904
11900000,9500000,2400000,6,223,100,1064,2004,31323,21 maj 2021,Riseberga,55.5992774,13.0894343159112
8500000,7695000,805000,NA,145,NA,134,2003,34879,21 maj 2021,Hamnen,55.6122144,12.97428705
22500000,17000000,5500000,14,528,263,1626,1903,159686,20 maj 2021,Fridhem,55.659874,12.481353
7500000,6695000,805000,6,155,NA,522,2007,28000,20 maj 2021,ängar,56.9119121,14.7463071
8400000,7495000,905000,7,175,19,757,2004,32600,20 maj 2021,Tygelsjö,55.5169132,13.0044825
5750000,4995000,755000,3,118,NA,498,2006,28416,19 maj 2021,Kristineberg,56.10004725,12.7547111688334
6750000,6750000,0,6,160,52,858,2007,29100,19 maj 2021,Tygelsjö,55.5230346,13.0034437039966
7710000,6195000,1515000,6,136,91,612,1909,30700,19 maj 2021,Sofielund,59.3170635,18.0554037
4600000,4195000,405000,4,124,NA,620,1984,34128,18 maj 2021,Käglinge,55.52868145,13.0744947
6150000,5695000,455000,6,114,113,884,1975,39996,18 maj 2021,Virentofta,55.59265185,13.0764264591889
4300000,3895000,405000,4,138,16,488,1978,27540,17 maj 2021,Kristineberg,55.54678535,13.0730476227001
5900000,4750000,1150000,5,122,77,567,1929,53500,16 maj 2021,Kulladal,57.6750822,11.8912184
5000000,4495000,505000,5,117,14,800,1926,43363,15 maj 2021,Hindby,55.5779835,13.0379539
12225000,11750000,475000,7,200,30,990,1930,31090,15 maj 2021,Solbacken,55.5869854,12.9719213
5300000,4850000,450000,4,100,20,515,1950,35600,15 maj 2021,Strandhem,57.6645244,12.1118555782313
5300000,4495000,805000,6,136,NA,404,2007,39564,12 maj 2021,Käglinge,55.53397435,13.07384135
3600000,2995000,605000,3,70,70,600,1940,32768,12 maj 2021,Kattarp,55.57956605,13.0411659
7350000,6950000,400000,6,154,10,417,2008,35000,12 maj 2021,Bunkeflostrand,55.5522838123301,12.9309665211439
7880000,8390000,-510000,5,186,NA,394,2014,21200,12 maj 2021,Vintrie,55.5523159402723,12.9593245863672
5600000,3990000,1610000,5,114,19,357,1909,29278,12 maj 2021,Sofielund,55.78883915,13.10861725
6500000,5995000,505000,5,144,33,1183,1890,48700,12 maj 2021,Bunkeflostrand,55.5582705360318,12.9189969889319
5050000,4850000,200000,4,103,NA,385,1968,28000,11 maj 2021,Bunkeflostrand,59.80002735,17.6456922758324
4800000,4295000,505000,5,116,7,329,1964,38200,11 maj 2021,Husie,55.5912262,13.06497965067
6160000,4700000,1460000,5,122,NA,450,1975,28200,10 maj 2021,Bunkeflostrand,55.5479379384333,12.9105680924091
